station,weight,latitude,longitude,elevation,leaflabel
25654,USW00023203,22.0,37.3833,-120.5667,60.0,37.0
29392,USW00093214,14.0,34.7167,-120.5667,116.1,9.0
12606,USC00049583,0.0,38.3833,-120.5667,723.0,39.0
7117,USS0020B24S,23.0,47.9833,-120.5667,1079.0,144.0
14773,USW00094299,15.0,41.4914,-120.5644,1333.5,44.0
28991,USR0000CGZF,7.0,38.6197,-120.5614,1140.0,39.0
23555,USC00040161,97.0,41.4931,-120.5528,1341.1,44.0
3947,CA001127360,23.0,49.35,-120.55,940.0,179.0
10371,USC00452511,12.0,46.9964,-120.5478,518.2,144.0
16334,USC00049582,0.0,38.3775,-120.5453,845.8,39.0
14706,USW00024243,66.0,46.5683,-120.5428,324.3,142.0
21482,USC00459463,11.0,46.5897,-120.5414,350.5,142.0
9996,USC00356426,104.0,42.6922,-120.5403,1328.9,134.0
21450,USC00452505,107.0,46.9692,-120.54,451.1,144.0
23625,USC00048697,0.0,34.6806,-120.5364,33.5,9.0
25084,USC00456995,4.0,48.1833,-120.5333,335.3,144.0
28289,USC00353088,1.0,43.6667,-120.5333,1452.1,134.0
14489,USR0000WDRY,24.0,47.7333,-120.5333,1060.7,144.0
16299,USC00046172,13.0,37.95,-120.5333,236.2,37.0
25435,USR0000ONPR,21.0,45.0375,-120.5306,1060.7,136.0
18406,USW00024220,35.0,47.0339,-120.5303,538.3,144.0
22569,CA001180490,19.0,55.73,-120.53,677.0,187.0
317,CA001127358,14.0,49.33,-120.52,1229.0,179.0
11494,CA001168220,43.0,50.72,-120.52,360.0,185.0
3946,CA001126510,76.0,49.467,-120.517,700.0,179.0
24678,USC00354181,0.0,42.1167,-120.5167,1493.5,134.0
2534,USC00358895,2.0,43.2333,-120.5167,1330.1,134.0
1372,USC00040747,0.0,39.3,-120.5167,1751.1,42.0
3182,USR0000CESP,22.0,38.2428,-120.515,780.0,39.0
29327,USW00023257,14.0,37.2847,-120.5128,46.3,37.0
16307,USC00046936,3.0,38.4447,-120.5122,914.4,39.0
12570,USC00045532,114.0,37.2858,-120.5117,46.6,37.0
7672,CA00112FN0M,9.0,49.47,-120.51,700.0,179.0
21729,USR0000CDUN,7.0,39.1439,-120.5089,2164.1,39.0
1433,USC00047672,2.0,35.3372,-120.5039,424.3,9.0
19951,USC00046597,2.0,38.7583,-120.5031,1051.6,39.0
21734,USR0000CHOL,20.0,40.6306,-120.5028,1554.5,44.0
11470,CA001126505,48.0,49.43,-120.5,633.0,179.0
25340,USR0000CGSP,22.0,37.8331,-120.5,310.9,37.0
332,CA001163790,17.0,50.67,-120.5,701.0,185.0
27196,USC00045231,21.0,41.0167,-120.5,1623.1,44.0
17362,USC00351625,3.0,44.8833,-120.5,409.7,136.0
28704,USC00457522,14.0,46.6722,-120.4994,341.4,142.0
12602,USC00048928,92.0,38.4461,-120.4992,717.8,39.0
8822,USC00046174,21.0,38.0047,-120.4864,292.6,37.0
25361,USR0000CVND,10.0,34.7586,-120.4861,320.0,9.0
29207,USS0020B11S,29.0,47.2667,-120.4833,1639.8,144.0
28996,USR0000CJUN,24.0,41.3322,-120.4725,1332.6,44.0
16309,USC00047085,97.0,39.8053,-120.4719,1478.3,42.0
28666,USC00451164,0.0,47.5333,-120.4667,304.8,144.0
5073,USC00045064,66.0,34.6539,-120.4514,22.9,9.0
6197,USC00351664,9.0,43.3667,-120.45,1310.6,134.0
26104,CA001163780,62.0,50.7,-120.45,346.0,185.0
5088,USC00046678,24.0,36.5333,-120.45,128.0,11.0
3943,CA001125586,6.0,50.25,-120.45,633.0,179.0
22065,USW00023273,65.0,34.8994,-120.4486,73.8,9.0
16316,USC00047940,62.0,34.95,-120.4333,67.1,9.0
25075,USC00455686,53.0,46.5833,-120.4333,305.1,142.0
2893,USC00459460,6.0,46.6167,-120.4333,366.1,142.0
23628,USC00048873,38.0,40.8667,-120.4333,1615.4,47.0
6937,USR0000CPAR,22.0,35.8989,-120.4319,467.9,11.0
26105,CA001163810,29.0,50.72,-120.43,457.0,185.0
6228,USC00356243,72.0,44.3964,-120.4264,1211.6,136.0
14342,USR0000CHEL,22.0,39.0717,-120.4217,1597.2,39.0
2890,USC00458959,96.0,46.4353,-120.4203,256.3,142.0
24660,USC00351568,5.0,42.4333,-120.4167,1585.0,134.0
8834,USC00047681,0.0,34.5686,-120.4083,80.5,9.0
6624,USC00455133,42.0,48.5933,-120.4053,641.9,178.0
7013,USR0000OBAD,26.0,44.03,-120.4,1731.3,136.0
29344,USW00024250,1.0,42.15,-120.4,1444.1,134.0
21019,USC00350788,17.0,45.6333,-120.4,289.6,142.0
6218,USC00354153,3.0,43.7667,-120.4,1371.6,136.0
18045,USR0000CAGD,14.0,35.1792,-120.3919,319.4,9.0
5115,USC00048353,106.0,37.9672,-120.3872,510.5,37.0
5103,USC00047866,31.0,34.05,-120.3833,164.6,4.0
5114,USC00048331,34.0,39.3167,-120.3833,2058.9,45.0
5111,USC00048218,103.0,39.5833,-120.3706,1516.4,45.0
6222,USC00354670,114.0,42.2414,-120.3678,1490.5,134.0
1438,USC00048332,9.0,39.3256,-120.3672,2098.5,45.0
25546,USS0020B07S,24.0,47.2833,-120.3667,1341.1,144.0
24658,USC00351164,2.0,44.9,-120.3667,746.8,136.0
5035,USC00041280,6.0,38.2,-120.3667,1024.1,39.0
19905,USC00042296,0.0,41.7333,-120.3667,1449.0,134.0
25093,USC00459077,38.0,47.3667,-120.3667,670.9,144.0
17759,USC00450540,0.0,47.3333,-120.3667,841.2,144.0
5113,USC00048320,8.0,39.3167,-120.3667,2101.0,45.0
25549,USS0020K31S,21.0,39.3333,-120.3667,2103.1,45.0
16282,USC00044170,0.0,38.2,-120.3667,982.1,39.0
19900,USC00041864,71.0,36.1356,-120.3606,204.2,11.0
3197,USR0000CMOD,10.0,41.4589,-120.3536,1335.0,47.0
10671,USR0000CLAU,14.0,40.1417,-120.3533,1767.8,45.0
22500,CA001094948,14.0,53.42,-120.35,707.0,187.0
12522,USC00040719,29.0,34.9167,-120.35,49.1,9.0
8791,USC00041867,30.0,36.1333,-120.35,200.9,11.0
7692,CA001163840,18.0,50.68,-120.35,345.0,185.0
13644,USC00355545,43.0,45.4667,-120.35,472.4,142.0
17810,USC00459079,27.0,47.4333,-120.35,243.8,144.0
3170,USR0000CBLD,20.0,41.0547,-120.3375,1711.5,47.0
2886,USC00458115,53.0,48.3667,-120.3333,670.9,178.0
18274,USS0020E02S,24.0,44.4333,-120.3333,1585.0,136.0
22060,USW00023226,3.0,39.3167,-120.3333,2194.0,45.0
18863,CA001163779,80.0,50.67,-120.33,379.0,185.0
15140,CA001123721,9.0,49.67,-120.33,929.0,179.0
18050,USR0000CBVR,18.0,38.4883,-120.325,1524.0,39.0
21452,USC00452563,24.0,47.6983,-120.3228,313.0,144.0
8850,USC00049111,44.0,34.9881,-120.3211,177.4,9.0
22555,CA001164LH5,9.0,50.6,-120.32,899.0,185.0
23577,USC00043087,17.0,40.3667,-120.3167,1220.1,47.0
21948,USS0020K05S,15.0,39.4167,-120.3167,2575.6,45.0
10868,USS0020B25S,24.0,47.2333,-120.3167,1615.4,144.0
14359,USR0000CRAV,13.0,40.7308,-120.3164,1614.8,47.0
18049,USR0000CBRF,9.0,41.295,-120.3133,1889.8,47.0
5034,USC00041277,83.0,38.2769,-120.3114,1431.0,39.0
6646,USC00459074,82.0,47.4289,-120.31,190.8,144.0
21437,USC00450668,82.0,45.9981,-120.3006,919.0,142.0
21051,USC00356027,0.0,42.0,-120.3,1488.0,134.0
15173,CA00116L87J,16.0,50.82,-120.3,357.0,185.0
14562,USS0020H06S,19.0,41.5833,-120.3,2164.1,134.0
21456,USC00453410,1.0,48.5167,-120.3,813.8,178.0
23588,USC00044374,64.0,41.2683,-120.2947,1645.9,47.0
25440,USR0000OSLI,26.0,44.4625,-120.2944,1737.4,136.0
18275,USS0020K04S,25.0,39.45,-120.2833,2133.6,45.0
14563,USS0020K03S,19.0,39.4833,-120.2833,1981.2,45.0
10404,USC00458630,5.0,45.95,-120.2833,609.6,142.0
14071,USC00458530,9.0,46.3667,-120.2833,233.2,142.0
13662,USC00358812,71.0,42.4844,-120.2822,1318.3,134.0
27194,USC00045107,11.0,34.7456,-120.28,172.2,9.0
3936,CA001120633,18.0,49.7,-120.28,1020.0,179.0
26116,CA001181465,17.0,56.33,-120.28,773.0,187.0
19910,USC00042920,0.0,37.585,-120.2672,134.7,37.0
19968,USC00048074,0.0,40.5,-120.2667,1353.9,47.0
6225,USC00355275,0.0,44.0667,-120.2667,1310.6,136.0
8814,USC00044884,80.0,37.2333,-120.25,78.9,37.0
21950,USS0020K30S,21.0,39.1833,-120.25,2499.4,45.0
16317,USC00048075,0.0,40.6667,-120.25,1421.0,47.0
333,CA001163875,18.0,50.68,-120.25,347.0,185.0
13631,USC00353628,2.0,43.6667,-120.25,1347.2,134.0
7642,CA001094955,20.0,53.37,-120.25,771.0,187.0
21068,USC00358818,17.0,42.45,-120.25,1396.9,134.0
29090,USR0000OBRO,21.0,43.5611,-120.2486,1389.9,134.0
3181,USR0000CELI,13.0,38.0631,-120.2469,1503.6,37.0
14463,USR0000OSUM,27.0,42.2322,-120.2456,1873.6,134.0
21746,USR0000COWE,22.0,38.7333,-120.245,1597.2,39.0
23614,USC00047641,30.0,39.4317,-120.2406,1931.5,45.0
3317,USR0000WCA4,26.0,48.0181,-120.2342,1097.3,144.0
5117,USC00048474,20.0,39.2,-120.2333,1902.9,45.0
17376,USC00353627,8.0,43.6667,-120.2333,1348.1,134.0
14564,USS0020K25S,22.0,39.1333,-120.2333,2057.4,39.0
27169,USC00042467,59.0,39.3239,-120.2331,1809.6,45.0
16277,USC00043669,13.0,37.8444,-120.2258,853.4,37.0
11490,CA001165030,26.0,51.05,-120.22,381.0,185.0
3968,CA001182280,11.0,55.75,-120.22,671.0,187.0
8835,USC00047689,53.0,38.5006,-120.2189,1127.8,39.0
9970,USC00353038,67.0,44.9983,-120.2175,807.7,136.0
24655,USC00350501,51.0,43.9456,-120.2169,1210.1,136.0
25078,USC00455958,7.0,45.7333,-120.2167,-999.9,142.0
27182,USC00043666,7.0,37.8333,-120.2167,854.0,37.0
8812,USC00044675,29.0,41.6333,-120.2167,1406.0,134.0
2894,USC00459600,3.0,46.4167,-120.2167,318.5,142.0
14492,USR0000WENT,13.0,47.6744,-120.2108,242.6,144.0
13611,USC00350265,102.0,45.7211,-120.2064,84.4,142.0
22166,USW00094239,53.0,47.3978,-120.2014,374.6,144.0
10870,USS0020K13S,23.0,39.3,-120.2,1950.7,45.0
22562,CA00116C8P0,25.0,50.6,-120.2,640.0,185.0
26079,CA001122541,22.0,50.17,-120.2,808.0,179.0
22552,CA001161592,15.0,51.27,-120.2,716.0,185.0
7701,CA001182290,6.0,55.78,-120.2,781.0,187.0
17814,USC00459376,103.0,48.4742,-120.1886,533.1,178.0
28999,USR0000CLAP,22.0,35.3811,-120.1875,496.8,9.0
16331,USC00049351,6.0,39.8056,-120.1858,1508.8,45.0
24691,USC00355641,59.0,44.5833,-120.1833,806.2,136.0
15184,CA001182285,42.0,55.75,-120.183,655.0,187.0
21849,USR0000OMEY,8.0,44.61,-120.1819,890.0,136.0
28279,USC00351765,103.0,45.2325,-120.1817,865.6,136.0
8789,USC00041614,119.0,41.5306,-120.1803,1431.0,47.0
7691,CA001163400,43.0,50.92,-120.18,683.0,185.0
330,CA001161590,42.0,51.25,-120.18,404.0,185.0
15144,CA001125880,17.0,49.7,-120.18,1099.0,179.0
15171,CA001165224,12.0,50.78,-120.18,873.0,185.0
15168,CA001162265,50.0,51.3,-120.18,412.0,185.0
25432,USR0000OMIT,8.0,44.5819,-120.1794,798.6,136.0
16327,USC00049043,89.0,39.3331,-120.173,1774.9,45.0
17793,USC00455688,64.0,46.5053,-120.1678,472.4,142.0
25548,USS0020H12S,19.0,41.9667,-120.1667,2133.6,134.0
8800,USC00043083,68.0,36.3642,-120.1561,86.9,11.0
25085,USC00457105,33.0,47.3833,-120.15,198.1,144.0
21949,USS0020K27S,23.0,39.1667,-120.15,2057.4,45.0
21048,USC00355642,3.0,44.5667,-120.15,903.1,136.0
26057,CA001094950,51.0,53.27,-120.15,722.0,187.0
27229,USC00049040,3.0,39.3181,-120.145,1798.3,45.0
1441,USC00048758,104.0,39.1678,-120.1428,1898.9,45.0
14565,USS0020L02S,20.0,39.0,-120.1333,2286.0,39.0
17774,USC00453271,10.0,46.3833,-120.1333,-999.9,142.0
25423,USR0000OCOD,27.0,44.35,-120.13,1431.0,136.0
11491,CA001165225,13.0,50.8,-120.13,1737.0,185.0
3969,CA001186350,14.0,55.72,-120.13,610.0,187.0
15169,CA001164380,4.0,50.97,-120.13,1143.0,185.0
5121,USC00048760,2.0,39.06,-120.1292,1924.8,39.0
15165,CA001160670,38.0,51.18,-120.12,415.0,185.0
22554,CA001161F55,13.0,51.52,-120.12,716.0,185.0
25087,USC00457680,38.0,45.8333,-120.1167,335.9,142.0
25092,USC00458656,6.0,48.3667,-120.1167,488.0,178.0
21064,USC00358087,2.0,43.5,-120.1167,1280.2,134.0
27156,USC00041590,0.0,37.4,-120.1167,305.1,37.0
24690,USC00355638,16.0,44.5681,-120.1156,1011.9,136.0
6915,USR0000CBUL,20.0,40.4808,-120.1139,1339.6,47.0
18052,USR0000CCAT,13.0,37.4681,-120.1106,365.8,37.0
18465,USW00093242,14.0,36.9878,-120.1106,77.1,11.0
25436,USR0000OPOO,12.0,42.9269,-120.11,1402.1,134.0
29129,USR0000WFIR,26.0,48.6172,-120.1075,1676.4,178.0
18057,USR0000CDOY,23.0,40.0222,-120.1056,1292.4,45.0
12544,USC00042504,34.0,40.0244,-120.1044,1292.4,45.0
7053,USR0000WDIR,25.0,48.1156,-120.1031,1085.1,144.0
5050,USC00042539,64.0,37.75,-120.1,915.0,37.0
16328,USC00049065,4.0,37.8333,-120.1,951.9,37.0
16278,USC00043672,0.0,37.8231,-120.0983,958.6,37.0
18168,USR0000OLIG,6.0,44.0833,-120.0981,1280.2,136.0
10649,USR0000CBUC,13.0,37.8233,-120.0975,975.4,37.0
12524,USC00040931,75.0,39.3886,-120.0936,1699.3,45.0
8802,USC00043157,120.0,41.52,-120.09,1442.3,47.0
3195,USR0000CMER,6.0,37.6528,-120.0883,792.5,37.0
23589,USC00044536,40.0,36.0725,-120.0878,154.8,11.0
6912,USR0000CBRA,16.0,35.1889,-120.0833,1149.1,9.0
5049,USC00042506,57.0,39.9717,-120.0828,1338.1,45.0
21479,USC00459012,118.0,47.6497,-120.08,812.0,144.0
18842,CA001123360,101.0,49.35,-120.08,517.0,179.0
3205,USR0000CSRI,22.0,33.9778,-120.0778,395.6,4.0
10692,USR0000CSTA,20.0,39.4833,-120.075,2093.1,45.0
3970,CA001186839,3.0,55.92,-120.07,637.0,187.0
29210,USS0020L06S,24.0,38.85,-120.0667,2377.4,39.0
3188,USR0000CKET,24.0,36.0333,-120.0569,246.9,11.0
3389,USS0020L10S,18.0,38.9333,-120.05,1920.2,39.0
1367,USC00040398,6.0,35.9,-120.05,159.1,11.0
23564,USC00041588,23.0,37.4,-120.05,435.9,37.0
26103,CA001163450,10.0,51.92,-120.05,640.0,186.0
25332,USR0000CDOG,11.0,39.5619,-120.0478,1821.5,45.0
19974,USC00049105,74.0,38.7086,-120.0403,2438.4,39.0
2858,USC00451350,55.0,47.8361,-120.0381,335.0,144.0
19930,USC00045233,85.0,36.9539,-120.0378,82.3,11.0
2868,USC00454430,66.0,47.8333,-120.0333,341.4,144.0
13655,USC00357770,0.0,43.8,-120.0333,1287.8,136.0
16261,USC00042671,19.0,38.7833,-120.0333,2240.3,39.0
22553,CA001161655,13.0,51.65,-120.03,466.0,186.0
8854,USC00049298,1.0,39.5214,-120.0269,1654.8,45.0
309,CA001123390,52.0,49.37,-120.02,1707.0,180.0
11496,CA00116NJRF,9.0,50.65,-120.02,363.0,186.0
6934,USR0000CMEY,14.0,38.8489,-120.0181,1923.3,39.0
10387,USC00455327,13.0,48.1333,-120.0167,355.1,144.0
1411,USC00045571,6.0,38.8167,-120.0167,1973.0,39.0
27193,USC00045088,0.0,39.6833,-120.0167,1542.9,45.0
17805,USC00458207,117.0,46.3236,-120.0103,227.7,142.0
15317,CA003074582,1.0,54.59,-120.01,1112.0,187.0
14045,USC00455326,42.0,48.1075,-120.0078,345.9,144.0
25338,USR0000CFIG,9.0,34.7331,-120.0067,975.4,9.0
18847,CA001126077,26.0,49.87,-120.0,1520.0,180.0
21442,USC00451438,2.0,49.0,-120.0,365.8,178.0
25091,USC00458579,58.0,47.2167,-120.0,171.0,144.0
21057,USC00356500,43.0,44.1328,-119.9972,1122.9,136.0
16333,USC00049560,23.0,36.2272,-119.9967,86.9,12.0
22138,USW00093230,44.0,38.8983,-119.9947,1924.5,39.0
17354,USC00350118,50.0,42.9694,-119.9933,1320.4,134.0
15228,CA002500440,9.0,74.14,-119.99,32.0,187.0
29005,USR0000CMSA,21.0,37.5042,-119.9869,680.0,37.0
27198,USC00045352,3.0,37.495,-119.9858,640.1,37.0
13311,USC00268689,1.0,39.5167,-119.9833,1488.0,45.0
3388,USS0019L45S,0.0,38.6833,-119.9833,2590.8,39.0
2137,USC00262903,1.0,39.4833,-119.9833,1524.9,45.0
12527,USC00041253,61.0,34.5822,-119.9817,242.3,9.0
8815,USC00045346,2.0,37.4833,-119.9667,613.0,37.0
1405,USC00044534,31.0,36.0042,-119.96,73.2,12.0
11492,CA001166JFR,20.0,50.72,-119.95,960.0,186.0
2135,USC00262510,1.0,38.9667,-119.95,1920.2,39.0
25545,USS0019L43S,1.0,38.6667,-119.95,2447.2,39.0
14681,USW00023110,49.0,36.3333,-119.95,70.7,12.0
17370,USC00352882,4.0,43.7167,-119.95,1028.7,136.0
13308,USC00267806,15.0,38.9667,-119.95,1904.4,39.0
25543,USS0019K08S,22.0,39.45,-119.95,2529.8,45.0
24342,USC00263205,74.0,39.0753,-119.9411,1935.5,39.0
10743,USR0000NBAR,20.0,41.9111,-119.9389,1778.5,134.0
8846,USC00048781,42.0,38.6,-119.9333,2457.9,39.0
10866,USS0019L03S,22.0,38.85,-119.9333,2438.4,39.0
14558,USS0019E03S,23.0,44.45,-119.9333,1728.2,136.0
15311,CA003072063,10.0,55.45,-119.93,793.0,187.0
15174,CA00116QK0M,1.0,50.9,-119.92,2030.0,186.0
27985,USC00265448,1.0,39.35,-119.9167,1716.0,45.0
9979,USC00354479,13.0,45.0333,-119.9167,1051.9,136.0
10378,USC00454010,5.0,48.2333,-119.9167,1158.2,144.0
13290,USC00264858,27.0,39.1667,-119.9167,2439.9,45.0
18271,USS0019L05S,25.0,38.6,-119.9167,2438.4,39.0
20729,USC00265439,0.0,39.35,-119.9167,-999.9,45.0
13312,USC00268810,17.0,41.5833,-119.9167,1726.1,134.0
13307,USC00267710,11.0,39.1,-119.9167,2144.0,39.0
27159,USC00041697,57.0,37.9747,-119.9161,1452.4,37.0
18865,CA001168204,1.0,50.9,-119.91,1814.0,186.0
6629,USC00456747,55.0,46.6464,-119.9064,130.5,142.0
9653,USC00268811,1.0,41.6,-119.9,1688.6,134.0
2876,USC00456410,6.0,48.05,-119.9,253.0,144.0
16249,USC00040875,9.0,35.6167,-119.9,217.0,9.0
7115,USS0019L24S,18.0,38.9333,-119.9,2697.5,39.0
21059,USC00356717,19.0,42.4167,-119.9,1375.9,134.0
27163,USC00042173,0.0,37.8,-119.9,1434.1,37.0
10865,USS0019K04S,23.0,39.15,-119.9,2438.4,45.0
18200,USR0000WDOU,21.0,47.62,-119.8983,771.1,144.0
6192,USC00350036,50.0,42.1761,-119.8961,1396.9,134.0
13279,USC00262119,23.0,38.9783,-119.8914,2235.4,39.0
13309,USC00267820,28.0,39.6253,-119.8836,1554.8,45.0
29203,USS0019L44S,1.0,38.8333,-119.8833,2630.7,39.0
21940,USS0019K07S,29.0,39.3167,-119.8833,2697.5,45.0
28333,USC00358948,23.0,43.25,-119.8833,1440.5,134.0
18273,USS0019L41S,1.0,38.7167,-119.8833,2480.8,39.0
24693,USC00355726,0.0,45.5833,-119.8833,289.9,142.0
23593,USC00044679,46.0,37.9667,-119.8833,1421.0,37.0
9640,USC00265445,7.0,39.3333,-119.8833,2244.9,45.0
7035,USR0000OWAG,21.0,43.34,-119.8814,1956.8,134.0
17380,USC00354161,0.0,45.3167,-119.8814,659.9,142.0
25406,USR0000NLIT,9.0,39.2444,-119.8808,1923.3,45.0
22564,CA00116Q20D,0.0,50.89,-119.88,1312.0,186.0
11046,USW00053152,4.0,34.4142,-119.8797,5.5,9.0
2154,USC00265447,3.0,39.35,-119.8667,2288.1,45.0
21065,USC00358252,6.0,43.6667,-119.8667,1409.1,134.0
23617,USC00047861,8.0,34.55,-119.8667,244.1,9.0
24686,USC00355014,12.0,45.0833,-119.8667,949.1,136.0
27984,USC00265440,11.0,39.35,-119.8667,2286.0,45.0
14682,USW00023118,13.0,39.6667,-119.8667,1531.9,45.0
24359,USC00265441,1.0,39.3422,-119.8636,2205.2,45.0
12569,USC00045400,0.0,37.885,-119.8561,1374.6,37.0
13288,USC00264542,25.0,39.2333,-119.85,1585.9,45.0
11440,CA001092578,20.0,53.13,-119.85,725.0,187.0
7300,USW00093124,1.0,34.4333,-119.85,4.0,9.0
5872,USC00263040,7.0,39.0,-119.85,1463.0,39.0
14060,USC00456880,72.0,47.2156,-119.8478,388.3,144.0
14687,USW00023190,70.0,34.4258,-119.8425,2.7,9.0
14346,USR0000CJER,10.0,37.5436,-119.8386,1188.7,37.0
21471,USC00456875,16.0,47.25,-119.8333,402.9,144.0
25541,USS0019A02S,24.0,48.6667,-119.8333,1371.6,178.0
3178,USR0000CCRA,18.0,37.7617,-119.8247,2025.1,37.0
18430,USW00053150,5.0,37.7592,-119.8208,2017.8,37.0
3939,CA001124112,22.0,49.22,-119.82,435.0,180.0
26107,CA001166527,10.0,50.68,-119.82,381.0,186.0
11464,CA001124110,68.0,49.2,-119.82,415.0,180.0
26231,CA003070NLN,3.0,57.37,-119.82,760.0,187.0
14022,USC00450651,2.0,46.9,-119.8167,358.1,144.0
20744,USC00269600,13.0,40.9833,-119.8167,1440.2,47.0
27993,USC00266782,13.0,39.5333,-119.8167,1369.5,45.0
21943,USS0019L39S,22.0,38.6667,-119.8167,1889.8,39.0
27201,USC00045602,50.0,35.5,-119.8167,244.1,9.0
14437,USR0000NGAL,10.0,39.3817,-119.815,1524.0,45.0
17050,USC00267261,54.0,40.3167,-119.8,1189.9,47.0
9966,USC00352639,10.0,45.6333,-119.8,253.0,142.0
14023,USC00450882,19.0,48.1,-119.8,267.6,144.0
3965,CA00116NJ97,19.0,50.53,-119.8,845.0,186.0
29202,USS0019L19S,20.0,38.55,-119.8,2651.8,39.0
23641,USC00049775,53.0,38.7833,-119.8,1722.1,39.0
10383,USC00454975,0.0,47.8167,-119.8,762.9,144.0
5885,USC00266791,17.0,39.5683,-119.7956,1520.0,45.0
12566,USC00045147,0.0,34.5444,-119.7914,312.1,9.0
10745,USR0000NBUF,20.0,40.5819,-119.79,851.6,47.0
20741,USC00268500,6.0,39.5167,-119.7833,1375.9,45.0
21740,USR0000CLOP,14.0,34.5358,-119.7833,310.9,9.0
23584,USC00043939,102.0,37.9614,-119.7831,1179.6,37.0
12567,USC00045356,19.0,38.6919,-119.7803,1685.5,39.0
337,CA001168520,100.0,51.58,-119.78,445.0,186.0
10752,USR0000NJUN,20.0,41.0819,-119.7772,1630.1,47.0
13657,USC00358009,22.0,44.8192,-119.7761,545.0,136.0
24356,USC00265191,104.0,38.9547,-119.7758,1435.3,39.0
25322,USR0000CCAR,20.0,35.0964,-119.7728,759.0,9.0
22058,USW00023185,76.0,39.4839,-119.7711,1344.2,45.0
308,CA001121459,5.0,49.18,-119.77,398.0,180.0
7003,USR0000NDSS,20.0,39.6725,-119.77,1609.3,45.0
18990,CA003072840,16.0,55.27,-119.77,762.0,187.0
25347,USR0000CMET,22.0,37.4094,-119.7681,937.9,37.0
9618,USC00261485,104.0,39.1464,-119.7678,1417.6,45.0
21841,USR0000OBRI,19.0,44.3231,-119.7669,1798.3,136.0
28698,USC00456763,51.0,46.2,-119.7667,207.0,142.0
18072,USR0000CMRK,14.0,38.6833,-119.7667,1676.7,39.0
27990,USC00266290,2.0,39.35,-119.7667,1464.0,45.0
10395,USC00456768,85.0,46.2014,-119.7581,253.0,142.0
22677,CA003072322,33.0,55.1,-119.75,754.0,187.0
466,CA003074935,9.0,56.31,-119.75,630.0,187.0
9950,USC00350769,2.0,44.5,-119.75,883.9,136.0
11495,CA001168880,88.0,50.47,-119.75,610.0,186.0
2150,USC00264864,9.0,38.9833,-119.75,1472.2,39.0
2860,USC00451666,110.0,48.5558,-119.7492,703.8,178.0
17052,USC00267618,18.0,40.6044,-119.7475,1173.5,47.0
15147,CA001126078,5.0,49.7,-119.74,398.0,180.0
5888,USC00267693,9.0,39.5236,-119.7386,1340.2,45.0
20735,USC00267697,24.0,39.5558,-119.7333,1328.0,45.0
28312,USC00356982,13.0,44.2333,-119.7333,1220.1,136.0
6945,USR0000CSCI,21.0,33.9958,-119.7222,76.2,4.0
21063,USC00358029,76.0,43.4869,-119.7211,1420.4,134.0
11468,CA001126071,9.0,49.78,-119.72,351.0,180.0
22685,CA003075688,1.0,55.62,-119.72,960.0,187.0
15146,CA001126070,31.0,49.78,-119.72,345.0,180.0
7301,USW00093193,65.0,36.78,-119.7194,101.5,12.0
13630,USC00353532,1.0,43.9667,-119.7167,1524.0,136.0
6632,USC00456912,6.0,46.3833,-119.7167,853.4,142.0
25070,USC00454935,7.0,48.2833,-119.7167,259.1,178.0
6645,USC00458903,40.0,46.65,-119.7167,128.0,142.0
13306,USC00267691,4.0,39.6372,-119.7094,1368.2,45.0
13294,USC00265194,4.0,39.02,-119.7089,1487.4,39.0
1392,USC00043261,74.0,36.9969,-119.7072,125.0,12.0
8804,USC00043256,14.0,36.7525,-119.7017,100.0,12.0
25054,USC00450890,7.0,48.0667,-119.7,-999.9,144.0
15318,CA003075L48,0.0,58.35,-119.7,579.0,187.0
6195,USC00350858,41.0,45.8472,-119.6933,85.3,142.0
29241,USW00004128,10.0,43.4711,-119.6917,1396.9,134.0
23619,USC00047902,120.0,34.4167,-119.6844,1.5,9.0
6215,USC00353644,14.0,45.1667,-119.6833,1092.1,136.0
5053,USC00043260,0.0,37.0167,-119.6833,95.1,12.0
1414,USC00046154,38.0,34.9456,-119.6828,658.4,9.0
27179,USC00043402,0.0,34.5225,-119.6822,474.9,9.0
26100,CA001161470,26.0,50.82,-119.68,359.0,186.0
3941,CA001125223,15.0,49.12,-119.68,1862.0,178.0
11589,CA003056510,0.0,54.3,-119.67,1815.0,187.0
318,CA001127798,17.0,49.6,-119.67,335.0,180.0
458,CA003072320,26.0,55.07,-119.67,747.0,187.0
23636,USC00049481,7.0,37.5333,-119.6667,1189.9,37.0
21478,USC00458525,4.0,48.6667,-119.6667,1068.0,178.0
2885,USC00457727,54.0,46.8367,-119.6633,170.7,144.0
3295,USR0000OROC,26.0,42.5475,-119.6564,1719.1,134.0
2501,USC00353692,74.0,42.5483,-119.6556,1711.8,134.0
21728,USR0000CDNO,11.0,34.0092,-119.6542,243.8,4.0
19980,USC00049482,1.0,37.54,-119.6522,1214.6,37.0
21824,USR0000NFIS,22.0,38.9361,-119.6519,1560.6,39.0
14377,USR0000CWWO,18.0,37.8511,-119.65,2446.0,37.0
17035,USC00263290,2.0,39.2833,-119.65,1981.2,45.0
6633,USC00457201,3.0,46.9333,-119.65,317.0,144.0
2888,USC00458728,1.0,48.65,-119.65,939.1,178.0
22530,CA001127800,92.0,49.567,-119.65,454.0,180.0
10366,USC00451400,63.0,47.9967,-119.6483,254.2,144.0
