station,weight,latitude,longitude,elevation,leaflabel
12774,USC00113413,27.0,40.4731,-88.3653,228.6,300.0
2947,USC00473174,51.0,45.6214,-88.3603,441.4,426.0
9072,USC00115430,64.0,39.4725,-88.3544,219.5,300.0
23815,USC00113061,1.0,40.3175,-88.3503,208.2,300.0
23826,USC00116509,1.0,41.65,-88.35,182.9,387.0
16157,USC00016719,73.0,32.2,-88.35,78.9,260.0
572,CA006041110,9.0,49.15,-88.34,233.0,428.0
16657,USC00150611,0.0,36.8581,-88.3364,111.3,290.0
16551,USC00118219,7.0,38.4833,-88.3333,152.4,298.0
6716,USC00477636,3.0,44.5044,-88.3333,242.0,419.0
1729,USC00150615,11.0,36.85,-88.3333,95.1,290.0
19816,USC00013308,22.0,31.8833,-88.3333,39.9,260.0
22787,CA006041109,82.0,49.15,-88.333,233.0,428.0
28780,USC00476420,3.0,42.5319,-88.3325,256.0,393.0
5326,USC00112931,116.0,38.3806,-88.3264,131.1,298.0
29117,USR0000TSHI,8.0,35.155,-88.3217,128.0,268.0
6402,USC00408108,117.0,35.1525,-88.3214,128.0,268.0
20180,USC00118199,14.0,41.9,-88.3167,244.4,387.0
10453,USC00472050,25.0,42.6333,-88.3167,280.4,393.0
4933,USC00015427,2.0,31.6333,-88.3167,110.0,260.0
1630,USC00119274,0.0,38.6,-88.3167,139.9,298.0
23802,USC00110338,118.0,41.7806,-88.3092,201.2,387.0
23950,USC00155694,85.0,36.6122,-88.3083,160.6,290.0
23814,USC00112750,23.0,37.45,-88.3,121.9,292.0
25154,USC00477796,3.0,43.3339,-88.2978,313.6,396.0
28457,USC00406977,77.0,36.2872,-88.2958,135.0,290.0
16553,USC00118684,84.0,39.795,-88.29,199.6,300.0
21537,USC00473702,5.0,43.2422,-88.2889,294.1,396.0
23813,USC00112736,56.0,42.0628,-88.2861,232.6,393.0
1288,USC00016418,0.0,33.2333,-88.2833,54.9,266.0
20151,USC00111420,16.0,41.3978,-88.2819,153.9,385.0
25697,USW00053802,15.0,39.4781,-88.2803,219.8,300.0
18495,USW00094870,16.0,40.0397,-88.2778,229.8,300.0
9201,USC00153223,42.0,37.0147,-88.2678,109.7,292.0
21532,USC00472822,43.0,45.9,-88.2667,393.2,426.0
6692,USC00472826,15.0,45.9336,-88.2583,396.2,426.0
21525,USC00471205,61.0,42.6508,-88.2544,228.9,393.0
20171,USC00115493,20.0,42.3103,-88.2525,226.2,393.0
4920,USC00011566,62.0,31.4714,-88.2503,86.9,260.0
26348,CA006045665,7.0,49.0,-88.25,184.0,428.0
1617,USC00115498,0.0,42.3167,-88.25,225.9,393.0
25159,USC00478937,111.0,43.0064,-88.2492,253.0,396.0
18497,USW00094892,16.0,41.9144,-88.2464,229.8,387.0
23817,USC00114356,2.0,37.9739,-88.2414,141.1,292.0
12791,USC00118740,111.0,40.0839,-88.2403,219.8,300.0
7180,USW00013894,65.0,30.6794,-88.2397,63.4,258.0
12414,USC00011685,31.0,31.0833,-88.2333,100.9,260.0
25125,USC00471039,5.0,45.8667,-88.2333,362.7,426.0
16554,USC00118750,0.0,40.1167,-88.2333,217.9,300.0
1869,USC00201922,29.0,46.1667,-88.2333,414.5,426.0
16145,USC00011189,8.0,32.0911,-88.2322,61.0,260.0
12415,USC00011803,50.0,30.3875,-88.2269,3.7,258.0
17881,USC00477314,2.0,42.7269,-88.2258,238.7,393.0
1603,USC00111296,0.0,38.1497,-88.2244,118.9,292.0
5353,USC00118742,0.0,40.1147,-88.2233,225.6,300.0
9391,USC00207580,0.0,46.8789,-88.2183,192.0,428.0
21524,USC00471139,54.0,45.95,-88.2167,381.0,426.0
21546,USC00477148,2.0,43.2111,-88.2092,299.9,396.0
24164,USC00224455,33.0,34.7633,-88.1958,182.9,268.0
28789,USC00479052,4.0,43.4106,-88.1939,299.0,396.0
25131,USC00471897,65.0,45.3575,-88.1919,289.6,426.0
5329,USC00114078,7.0,39.1397,-88.1906,152.4,298.0
12428,USC00014798,92.0,32.5811,-88.1897,39.0,260.0
27435,USC00117336,20.0,40.6667,-88.1833,225.9,300.0
5343,USC00116157,18.0,38.9917,-88.1828,167.6,298.0
16541,USC00116819,44.0,40.7569,-88.1828,204.2,385.0
9057,USC00111302,26.0,38.0733,-88.1805,102.1,292.0
5352,USC00118324,18.0,42.0256,-88.1783,249.6,387.0
2938,USC00471062,6.0,43.0519,-88.1775,251.2,396.0
19530,MX000023024,45.0,20.23,-88.17,8.0,258.0
18186,USR0000TCAM,8.0,36.0661,-88.1686,156.1,290.0
2950,USC00473930,3.0,43.3194,-88.1681,275.2,396.0
19827,USC00017733,37.0,30.7,-88.1667,54.9,258.0
1872,USC00202332,52.0,47.4667,-88.1667,185.0,428.0
12771,USC00112830,5.0,41.5167,-88.1667,182.9,387.0
6710,USC00475315,7.0,43.2,-88.1667,256.6,396.0
1604,USC00111436,116.0,39.4761,-88.1653,198.1,300.0
16515,USC00110442,43.0,42.1153,-88.1639,266.7,393.0
29295,USW00014806,80.0,40.3131,-88.1594,225.6,300.0
12407,USC00010178,51.0,33.1272,-88.155,59.4,266.0
9078,USC00116769,23.0,40.0064,-88.1533,219.5,300.0
10119,USC00402648,0.0,35.45,-88.15,164.9,268.0
7932,CA006044735,16.0,49.43,-88.15,312.0,428.0
17552,USC00408570,20.0,36.2833,-88.15,121.9,290.0
21527,USC00471568,84.0,44.0328,-88.1469,256.0,417.0
5346,USC00116663,25.0,40.4547,-88.1417,240.8,300.0
20297,USC00154375,8.0,36.76,-88.1386,147.5,290.0
25716,USW00063892,6.0,32.8369,-88.1375,32.6,260.0
19815,USC00013160,55.0,32.8347,-88.1342,38.1,260.0
25132,USC00472263,3.0,45.6333,-88.1333,-999.9,426.0
23803,USC00110440,5.0,42.15,-88.1333,271.0,394.0
23466,USC00016805,23.0,34.4333,-88.1333,207.0,268.0
8697,USC00018517,55.0,33.7392,-88.1275,90.8,266.0
14105,USC00473058,69.0,43.2389,-88.1222,259.1,396.0
21224,USC00407015,15.0,35.6083,-88.12,125.0,268.0
27431,USC00116159,60.0,38.9136,-88.1183,155.4,298.0
10118,USC00402390,2.0,35.5953,-88.1175,150.9,268.0
24078,USC00205403,0.0,46.5333,-88.1167,479.1,428.0
14781,USW00094893,16.0,45.8183,-88.1144,350.2,426.0
10457,USC00473268,9.0,44.4983,-88.1119,207.9,419.0
25635,USW00014898,65.0,44.4983,-88.1111,207.9,419.0
1613,USC00114530,37.0,41.5033,-88.1028,165.5,387.0
1739,USC00152961,33.0,37.4667,-88.1,110.0,292.0
5314,USC00110203,88.0,42.4811,-88.0994,228.6,394.0
10458,USC00473271,13.0,44.5331,-88.0981,211.5,420.0
24828,USC00400705,15.0,36.235,-88.0908,111.3,290.0
25149,USC00476380,8.0,42.5806,-88.0903,241.7,394.0
6723,USC00479050,87.0,43.3681,-88.0858,286.5,396.0
27436,USC00117457,15.0,41.6042,-88.085,195.1,387.0
20453,USC00204090,113.0,45.7858,-88.0842,326.4,426.0
18365,USW00014834,36.0,41.55,-88.0833,167.9,387.0
27554,USC00152445,0.0,37.05,-88.0833,128.0,292.0
2964,USC00475910,10.0,43.95,-88.0833,280.1,418.0
13777,USC00401352,16.0,36.0519,-88.0828,128.9,290.0
23825,USC00116446,116.0,38.7003,-88.0817,146.3,298.0
25126,USC00471064,15.0,44.1614,-88.0803,246.9,418.0
12416,USC00012172,38.0,30.2506,-88.0775,2.4,258.0
27430,USC00115961,13.0,42.2553,-88.0769,256.0,394.0
23832,USC00119221,75.0,41.8128,-88.0728,207.3,387.0
20168,USC00115097,6.0,41.8128,-88.0728,207.3,387.0
9199,USC00152442,10.0,37.0486,-88.0728,159.4,292.0
29271,USW00013838,34.0,30.6264,-88.0681,7.9,258.0
4945,USC00018686,16.0,34.9167,-88.0667,139.9,268.0
9208,USC00155148,39.0,37.3333,-88.0667,174.0,292.0
18113,USR0000KKYL,11.0,36.7764,-88.0631,197.8,290.0
23820,USC00114837,19.0,42.4308,-88.0594,256.0,394.0
23799,USC00110055,78.0,38.3778,-88.0569,161.5,298.0
17885,USC00479080,4.0,44.4167,-88.05,185.0,420.0
2663,USC00406330,8.0,35.9675,-88.0458,115.8,290.0
14132,USC00478723,16.0,42.6903,-88.0336,222.5,394.0
12429,USC00015483,36.0,30.6833,-88.0333,3.0,258.0
6397,USC00407099,48.0,35.6333,-88.0333,113.1,268.0
17543,USC00404673,48.0,36.0,-88.0333,128.0,290.0
17872,USC00475499,3.0,43.1086,-88.0306,223.7,396.0
14106,USC00473391,8.0,42.9369,-88.03,218.8,396.0
28774,USC00475474,66.0,43.0719,-88.0294,221.3,396.0
27066,USC00016334,0.0,32.2258,-88.0281,25.9,260.0
28783,USC00476970,1.0,42.8167,-88.0167,-999.9,394.0
23457,USC00013035,26.0,30.2333,-88.0167,3.0,258.0
27558,USC00153295,47.0,36.8964,-88.0139,121.9,290.0
21219,USC00406308,7.0,35.6558,-88.0064,137.2,268.0
10482,USC00479046,49.0,43.0175,-88.0017,220.4,396.0
9066,USC00113612,17.0,38.2758,-87.9989,132.6,292.0
12815,USC00128967,9.0,37.7953,-87.993,103.6,292.0
4925,USC00013645,51.0,34.0967,-87.9914,132.6,266.0
27713,USC00201439,58.0,46.5192,-87.9858,487.4,428.0
8684,USC00013644,6.0,34.1333,-87.9833,167.9,266.0
4201,CA006049175,16.0,50.78,-87.98,329.0,428.0
20150,USC00111329,28.0,39.2975,-87.9747,189.0,298.0
10470,USC00476678,103.0,43.73,-87.9714,254.2,418.0
4186,CA006012490,22.0,51.55,-87.97,260.0,428.0
21225,USC00407334,0.0,35.65,-87.9667,131.1,268.0
6711,USC00475469,2.0,43.0333,-87.9667,-999.9,396.0
12901,USC00151206,8.0,36.7667,-87.9667,116.1,290.0
5344,USC00116344,2.0,40.11,-87.9567,205.7,300.0
6722,USC00478978,8.0,45.3803,-87.9567,227.1,426.0
25136,USC00473198,4.0,43.3081,-87.9553,225.9,396.0
28777,USC00476208,120.0,44.8919,-87.955,201.2,420.0
12923,USC00158197,0.0,37.7667,-87.95,110.0,292.0
9350,USC00201777,5.0,47.4833,-87.95,192.0,428.0
26344,CA006040572,13.0,49.62,-87.95,305.0,428.0
2975,USC00478861,3.0,43.6833,-87.95,-999.9,418.0
1653,USC00126179,12.0,38.1342,-87.9481,118.9,292.0
17882,USC00477581,3.0,43.375,-87.9403,230.1,396.0
19092,CA006014353,9.0,52.2,-87.94,253.0,428.0
21987,USW00004845,15.0,42.595,-87.9381,226.5,394.0
14778,USW00094846,54.0,41.995,-87.9336,200.6,387.0
23819,USC00114598,14.0,41.1333,-87.9333,192.0,385.0
17871,USC00475477,18.0,43.1167,-87.9333,192.0,396.0
23460,USC00014193,29.0,31.5253,-87.9278,67.1,260.0
12778,USC00114593,56.0,41.0833,-87.9167,192.0,385.0
6383,USC00401824,0.0,35.3167,-87.9167,143.0,268.0
21536,USC00473661,11.0,43.6408,-87.905,237.1,418.0
7150,USW00004838,17.0,42.1208,-87.9047,193.9,394.0
29299,USW00014839,65.0,42.955,-87.9044,204.2,396.0
10475,USC00477792,8.0,43.1,-87.9,200.9,396.0
15869,MX000023003,55.0,19.7,-87.9,12.0,258.0
2961,USC00475484,6.0,43.0333,-87.9,220.1,396.0
14130,USC00478459,2.0,43.2833,-87.9,217.0,396.0
9098,USC00126001,120.0,37.9286,-87.8956,108.8,292.0
5332,USC00114603,40.0,41.1381,-87.8856,195.1,385.0
22177,USW00094899,15.0,47.4667,-87.8833,190.8,428.0
20311,USC00156575,59.0,37.1,-87.8833,161.8,292.0
23816,USC00113270,6.0,38.4333,-87.8833,146.3,298.0
565,CA006014350,49.0,52.233,-87.883,255.0,428.0
1628,USC00119029,54.0,42.3492,-87.8828,213.4,394.0
27707,USC00200771,0.0,46.7461,-87.8817,445.0,428.0
19814,USC00012813,95.0,30.5467,-87.8808,7.0,261.0
16149,USC00012245,62.0,32.5192,-87.88,30.5,263.0
27438,USC00117952,11.0,39.9811,-87.8767,205.7,300.0
12780,USC00115110,0.0,41.7092,-87.8761,217.9,387.0
18449,USW00063869,7.0,30.5486,-87.8758,29.0,261.0
9351,USC00201780,31.0,47.4678,-87.8672,190.5,428.0
12916,USC00156580,48.0,37.1244,-87.8672,151.5,292.0
16795,USC00201775,1.0,47.4667,-87.8667,189.0,428.0
9086,USC00118419,3.0,38.7167,-87.8667,139.9,298.0
9368,USC00203991,33.0,46.4833,-87.8667,468.2,428.0
27427,USC00114814,24.0,41.8,-87.8667,196.6,387.0
24068,USC00204006,10.0,46.8833,-87.8667,189.0,428.0
22036,USW00014880,13.0,42.4167,-87.8667,221.6,394.0
17876,USC00476764,87.0,43.3944,-87.8636,181.1,396.0
24831,USC00402589,114.0,36.4819,-87.8628,144.8,290.0
27564,USC00155569,4.0,37.5828,-87.8578,161.8,292.0
2935,USC00470652,3.0,43.5136,-87.8547,210.9,396.0
12424,USC00013610,2.0,34.2819,-87.8544,272.5,266.0
7151,USW00004841,16.0,43.7694,-87.8506,227.4,418.0
4922,USC00012240,4.0,32.5167,-87.85,31.1,263.0
14124,USC00477964,6.0,42.9011,-87.8494,198.1,396.0
23856,USC00127086,2.0,38.1464,-87.8472,143.0,292.0
19829,USC00018998,38.0,33.9111,-87.8469,142.6,266.0
13034,USC00201435,8.0,46.4992,-87.845,463.3,428.0
17545,USC00405278,48.0,35.6047,-87.8408,153.9,268.0
24857,USC00409492,39.0,36.0825,-87.8347,164.6,290.0
20173,USC00116227,3.0,42.15,-87.8333,198.1,394.0
22035,USW00014855,50.0,42.0833,-87.8333,196.9,394.0
25630,USW00014810,10.0,42.0169,-87.8333,200.9,387.0
12442,USC00018673,0.0,32.7744,-87.8306,33.5,263.0
16151,USC00012883,70.0,33.6847,-87.8214,111.3,266.0
6700,USC00474174,69.0,42.5608,-87.8156,182.9,394.0
2946,USC00473116,10.0,43.6561,-87.8144,221.6,418.0
25759,USW00094818,15.0,42.7611,-87.8136,205.4,394.0
6884,USR0000ABNS,10.0,30.2528,-87.8125,4.6,261.0
21530,USC00472055,6.0,44.3514,-87.812,247.2,420.0
8680,USC00012632,0.0,33.2569,-87.7972,76.8,266.0
6392,USC00405358,16.0,35.7522,-87.7958,135.6,290.0
17535,USC00402583,2.0,36.4933,-87.7947,115.8,290.0
17555,USC00408916,14.0,36.325,-87.7886,220.1,290.0
2968,USC00476922,116.0,42.7022,-87.7861,181.4,394.0
9077,USC00116725,0.0,41.3269,-87.7858,219.5,386.0
20153,USC00111497,31.0,42.1397,-87.7853,192.0,394.0
19811,USC00010583,92.0,30.8839,-87.7853,82.6,261.0
5340,USC00115893,71.0,38.45,-87.7833,143.0,298.0
5348,USC00117345,27.0,39.0061,-87.7769,163.1,298.0
16548,USC00117988,8.0,42.0833,-87.7667,192.0,394.0
20155,USC00111648,25.0,41.85,-87.7667,185.9,387.0
27570,USC00156595,33.0,37.3997,-87.7622,124.7,292.0
17557,USC00409502,115.0,35.3042,-87.7592,228.6,268.0
12783,USC00115888,39.0,38.4106,-87.7578,131.1,298.0
1627,USC00119021,96.0,40.7928,-87.7556,189.0,386.0
22031,USW00014819,85.0,41.7861,-87.7522,186.5,387.0
1864,USC00200770,39.0,46.8325,-87.7503,233.2,428.0
23846,USC00124407,43.0,38.2667,-87.75,134.1,292.0
28770,USC00474770,2.0,44.6167,-87.75,246.9,420.0
21231,USC00409493,12.0,36.1142,-87.7419,228.3,290.0
7236,USW00023802,5.0,31.8814,-87.7367,106.7,263.0
21539,USC00476510,5.0,45.0281,-87.7355,182.9,420.0
12439,USC00018178,116.0,31.9169,-87.7347,118.9,263.0
19825,USC00017131,59.0,34.51,-87.7319,253.0,268.0
8695,USC00018391,44.0,34.7167,-87.7167,149.0,268.0
2971,USC00477725,109.0,43.75,-87.7167,197.5,418.0
5319,USC00111567,0.0,41.9167,-87.7167,182.9,388.0
14740,USW00063895,6.0,34.4536,-87.7103,219.5,268.0
16160,USC00018867,51.0,31.6508,-87.7097,51.8,263.0
6685,USC00471605,4.0,43.7186,-87.7089,185.0,418.0
24099,USC00207867,61.0,45.3903,-87.7025,210.3,426.0
8692,USC00016988,80.0,30.5653,-87.7017,49.1,261.0
1616,USC00115380,14.0,39.3908,-87.6967,195.1,300.0
27428,USC00114957,23.0,38.7267,-87.69,134.7,298.0
24071,USC00204130,6.0,46.4911,-87.6894,440.1,428.0
9067,USC00114198,111.0,40.4664,-87.685,216.4,300.0
27058,USC00013559,0.0,30.2833,-87.6833,3.0,261.0
16152,USC00012971,70.0,34.8,-87.6833,177.1,268.0
5345,USC00116616,61.0,41.4947,-87.6803,216.4,388.0
27433,USC00116610,120.0,39.6186,-87.6672,199.0,300.0
23809,USC00111636,4.0,39.8039,-87.6661,198.1,300.0
27440,USC00118634,2.0,39.0597,-87.6625,149.4,298.0
5331,USC00114317,5.0,39.1139,-87.6564,134.1,298.0
10465,USC00475017,120.0,44.0869,-87.6522,178.0,418.0
23453,USC00012188,34.0,32.3667,-87.65,70.1,263.0
24070,USC00204127,89.0,46.4833,-87.65,438.9,426.0
12769,USC00112140,110.0,40.1389,-87.6483,170.1,300.0
9203,USC00153762,89.0,37.7558,-87.6456,136.9,292.0
27063,USC00015751,1.0,34.7586,-87.6411,164.6,268.0
18451,USW00063894,6.0,34.7728,-87.64,161.5,268.0
16154,USC00013620,78.0,34.2314,-87.6353,280.4,266.0
23808,USC00111584,6.0,41.8833,-87.6333,180.1,388.0
20154,USC00111527,8.0,41.5,-87.6333,192.0,388.0
27416,USC00110670,2.0,38.8369,-87.6286,142.3,298.0
18368,USW00014881,42.0,41.8883,-87.6258,182.9,388.0
2957,USC00475091,94.0,45.0983,-87.6236,179.5,420.0
16539,USC00116558,120.0,39.0028,-87.6225,140.2,298.0
22125,USW00063893,6.0,32.7169,-87.6225,85.3,263.0
16161,USC00018980,1.0,34.8,-87.6167,161.8,268.0
9059,USC00111522,0.0,41.6667,-87.6167,179.8,388.0
23807,USC00111526,5.0,41.8833,-87.6167,182.9,388.0
25735,USW00093806,51.0,33.2119,-87.6161,45.7,266.0
8694,USC00018380,64.0,33.2119,-87.6161,51.5,266.0
27418,USC00111550,8.0,41.8664,-87.6156,180.4,388.0
14633,USW00013809,16.0,38.7642,-87.6056,130.8,298.0
7933,CA006046281,13.0,48.87,-87.6,185.0,428.0
18369,USW00014892,66.0,41.7833,-87.6,181.1,388.0
5631,USC00205381,28.0,45.1167,-87.6,177.1,426.0
3592,USW00093826,6.0,30.4,-87.6,21.9,261.0
29276,USW00013896,70.0,34.7442,-87.5997,164.6,268.0
23810,USC00112145,0.0,40.1019,-87.5961,160.6,300.0
19828,USC00018385,72.0,33.2097,-87.5936,46.3,266.0
22126,USW00073801,4.0,33.2125,-87.5914,45.7,266.0
1658,USC00127125,115.0,38.3567,-87.5906,146.3,298.0
1638,USC00122733,4.0,37.9667,-87.5833,100.6,292.0
14120,USC00477373,0.0,44.6833,-87.5833,-999.9,420.0
12422,USC00013511,121.0,32.7019,-87.5817,67.1,263.0
9092,USC00122731,58.0,37.9647,-87.5783,115.8,292.0
16669,USC00153768,2.0,37.7922,-87.5708,128.0,292.0
10480,USC00478672,62.0,44.1431,-87.5678,179.5,418.0
27064,USC00015847,10.0,34.5167,-87.5667,192.0,268.0
8696,USC00018454,19.0,33.2,-87.55,70.1,266.0
11106,USW00094850,51.0,46.5311,-87.5483,430.1,428.0
13787,USC00404223,48.0,35.5567,-87.5414,298.7,268.0
23462,USC00015752,11.0,34.7889,-87.5394,162.8,268.0
12800,USC00123863,0.0,38.5,-87.5333,121.9,298.0
9393,USC00207742,1.0,45.7019,-87.5256,262.1,426.0
23944,USC00155067,64.0,37.3475,-87.5239,129.5,292.0
27067,USC00018446,35.0,32.4717,-87.5211,78.3,263.0
25736,USW00093817,65.0,38.0442,-87.5206,121.9,292.0
5471,USC00153994,110.0,36.8492,-87.5206,158.5,290.0
5461,USC00152407,56.0,37.2667,-87.5167,128.0,292.0
8671,USC00010407,18.0,31.0167,-87.5167,67.1,261.0
23854,USC00126830,31.0,40.0739,-87.5067,193.2,300.0
10461,USC00474195,97.0,44.4628,-87.505,177.1,420.0
27454,USC00123650,26.0,41.5667,-87.5,-999.9,388.0
28769,USC00474190,2.0,44.4667,-87.5,179.5,420.0
26776,MX000023011,45.0,21.12,-87.5,20.0,261.0
9093,USC00123886,4.0,40.3167,-87.5,220.1,300.0
20431,USC00200234,0.0,46.075,-87.4894,338.3,426.0
12818,USC00129113,31.0,38.7386,-87.4878,137.2,298.0
1668,USC00129570,52.0,41.65,-87.4833,189.0,388.0
25603,USW00013806,21.0,36.6667,-87.4833,173.1,290.0
24854,USC00409283,2.0,36.21,-87.4731,196.6,290.0
24849,USC00407201,19.0,35.9,-87.4667,159.1,290.0
17530,USC00401582,6.0,35.7833,-87.4667,192.0,290.0
16588,USC00129112,97.0,38.6786,-87.4633,170.7,298.0
7047,USR0000TMER,9.0,35.3208,-87.4578,262.1,268.0
9089,USC00120858,22.0,40.535,-87.453,235.3,300.0
27450,USC00121843,19.0,40.1167,-87.45,189.0,300.0
13810,USC00409286,1.0,36.2336,-87.4439,260.9,290.0
27055,USC00010402,52.0,31.1819,-87.4389,91.4,261.0
27460,USC00124527,65.0,40.7592,-87.4353,211.8,386.0
21215,USC00405442,28.0,35.0833,-87.4333,256.0,268.0
28435,USC00401587,52.0,35.7553,-87.4261,201.2,290.0
6381,USC00401585,13.0,35.8317,-87.4219,225.6,290.0
8681,USC00013105,51.0,31.3894,-87.4203,83.8,261.0
10903,USW00003894,12.0,36.6239,-87.4194,170.7,290.0
16576,USC00125174,50.0,41.2647,-87.4178,202.7,386.0
23455,USC00012386,22.0,34.15,-87.4167,246.9,266.0
9104,USC00128528,11.0,39.1,-87.4167,156.1,298.0
1646,USC00124449,10.0,40.3833,-87.4167,-999.9,300.0
29403,USW00093827,1.0,30.3833,-87.4167,11.9,261.0
12920,USC00157592,7.0,37.8589,-87.4086,118.0,292.0
20206,USC00128723,55.0,39.4708,-87.4081,154.5,300.0
11104,USW00094836,13.0,46.35,-87.4,378.0,426.0
1286,USC00015420,1.0,32.1003,-87.3983,35.1,263.0
6693,USC00472851,10.0,44.6997,-87.3967,210.3,420.0
28439,USC00402489,113.0,36.075,-87.3958,237.7,290.0
16567,USC00122814,1.0,39.2425,-87.3906,167.6,298.0
16571,USC00123213,43.0,41.6167,-87.3833,182.9,388.0
20191,USC00122813,53.0,39.25,-87.3833,174.0,298.0
3487,USW00014838,84.0,46.5458,-87.3794,202.7,428.0
23852,USC00126151,2.0,37.9325,-87.3744,115.8,292.0
1522,USC00085850,16.0,30.7,-87.3667,14.9,261.0
6881,USR0000ABAN,13.0,34.14,-87.3622,245.1,266.0
12409,USC00010505,56.0,33.4528,-87.3572,85.3,266.0
24842,USC00405089,58.0,35.2436,-87.3508,265.2,268.0
7137,USW00003815,20.0,30.4833,-87.35,28.0,261.0
4930,USC00014855,1.0,33.45,-87.35,85.3,266.0
27068,USC00018875,0.0,34.7833,-87.35,177.1,268.0
22123,USW00063868,7.0,34.6603,-87.3461,175.3,268.0
12811,USC00127991,0.0,41.1828,-87.3425,195.1,386.0
2973,USC00478267,108.0,44.8797,-87.3356,213.1,420.0
2652,USC00401795,10.0,36.4975,-87.3356,151.2,290.0
21203,USC00401790,120.0,36.5472,-87.3353,122.5,290.0
12411,USC00011300,12.0,32.0333,-87.3167,34.1,263.0
8676,USC00011301,40.0,32.0289,-87.3167,71.6,263.0
16569,USC00123062,41.0,40.6167,-87.3167,249.9,300.0
21973,USW00003855,61.0,30.35,-87.3167,8.5,261.0
12427,USC00014226,49.0,33.9047,-87.3153,148.1,266.0
14592,USW00003868,16.0,39.4519,-87.3089,175.3,300.0
12799,USC00123104,30.0,38.8672,-87.3083,167.6,298.0
5616,USC00201800,23.0,45.8833,-87.3,268.2,426.0
14759,USW00093823,14.0,39.45,-87.3,175.3,300.0
4932,USC00015108,12.0,32.6333,-87.3,64.0,263.0
10121,USC00402945,0.0,35.3167,-87.3,299.0,268.0
8688,USC00015635,55.0,34.4883,-87.2989,189.6,268.0
5363,USC00124008,81.0,41.5422,-87.2881,195.1,388.0
28452,USC00406180,8.0,36.1014,-87.2847,182.9,293.0
25738,USW00093828,8.0,30.4,-87.2833,11.0,261.0
16155,USC00014225,11.0,33.8333,-87.2833,113.1,266.0
18185,USR0000TBUR,8.0,36.065,-87.2831,215.2,293.0
4917,USC00010260,9.0,34.9092,-87.2747,208.8,268.0
1634,USC00120852,25.0,38.0303,-87.2736,121.9,295.0
11728,CA006047627,67.0,48.82,-87.27,302.0,428.0
1284,USC00015112,1.0,32.7028,-87.2681,52.4,263.0
16659,USC00151227,11.0,37.5319,-87.2669,122.5,295.0
23463,USC00015785,13.0,31.7167,-87.2667,54.9,263.0
9106,USC00129040,53.0,40.1167,-87.2667,207.0,300.0
20439,USC00201804,6.0,45.9833,-87.2667,278.0,426.0
1657,USC00126872,21.0,38.465,-87.2658,143.9,298.0
23931,USC00151225,40.0,37.5333,-87.25,-999.9,295.0
20205,USC00128352,32.0,38.25,-87.25,152.4,295.0
27470,USC00127959,24.0,39.1614,-87.2436,161.5,298.0
18448,USW00063858,8.0,32.4567,-87.2422,58.8,263.0
18301,USW00003881,38.0,32.8661,-87.2383,137.2,263.0
27065,USC00016161,1.0,32.3,-87.2333,61.0,263.0
20189,USC00122549,54.0,38.8,-87.2333,139.9,298.0
8687,USC00015121,63.0,32.4714,-87.2314,61.0,263.0
27469,USC00127522,120.0,39.7594,-87.2269,211.2,300.0
2650,USC00401663,42.0,36.3211,-87.2217,119.5,293.0
23063,HO000078720,37.0,14.05,-87.217,1007.0,261.0
20293,USC00153451,66.0,37.1833,-87.2167,167.6,295.0
21220,USC00406454,17.0,36.3167,-87.2167,119.5,293.0
3595,USW00093859,16.0,30.4167,-87.2167,15.8,261.0
8672,USC00010616,27.0,31.7222,-87.2119,54.3,263.0
3248,USR0000KGRE,9.0,37.2672,-87.2028,168.2,295.0
6394,USC00406340,56.0,35.5572,-87.2019,237.1,268.0
23838,USC00122122,0.0,38.1,-87.2,100.3,295.0
23861,USC00129253,115.0,38.6489,-87.1989,152.4,298.0
12695,USC00086999,12.0,30.53,-87.1986,34.7,261.0
16557,USC00120331,20.0,40.2839,-87.1964,221.6,300.0
18342,USW00013899,65.0,30.4781,-87.1869,34.1,261.0
27057,USC00013430,0.0,33.6667,-87.1833,106.7,266.0
1029,NUW00011803,1.0,12.4833,-87.1833,4.3,261.0
1656,USC00126542,37.0,41.6167,-87.1833,185.9,388.0
1276,USC00010063,10.0,34.2553,-87.1814,249.3,266.0
6382,USC00401640,7.0,36.1722,-87.1805,211.5,293.0
23468,USC00017963,0.0,32.5411,-87.1783,44.2,263.0
12809,USC00127298,43.0,40.9239,-87.1753,192.0,386.0
28960,USR0000AOKM,13.0,32.9572,-87.1706,110.6,266.0
22786,CA006040081,23.0,48.78,-87.17,189.0,428.0
24054,USC00202293,16.0,46.3333,-87.1667,335.3,426.0
12813,USC00128442,13.0,38.2692,-87.1631,193.5,295.0
27715,USC00201802,22.0,45.8269,-87.1589,242.0,426.0
14102,USC00472626,5.0,45.1708,-87.1536,223.4,426.0
12905,USC00152548,1.0,36.8078,-87.1531,188.7,293.0
20471,USC00207068,20.0,46.0667,-87.15,286.5,426.0
4921,USC00011940,32.0,33.75,-87.15,97.5,266.0
27448,USC00121719,70.0,40.9167,-87.15,203.9,386.0
8946,USC00085793,61.0,30.7794,-87.1414,66.1,261.0
10695,USR0000FNAV,5.0,30.3664,-87.1375,4.6,261.0
10122,USC00402989,11.0,35.9689,-87.1364,262.1,293.0
12413,USC00011520,53.0,32.95,-87.1333,67.1,269.0
24827,USC00400271,79.0,35.5833,-87.1333,223.1,271.0
